district_id,state,district,year,t_sd_daily_tmax,t_range_season_tmax,t_p95_tmax,tdays_gt30_tmax,tdays_gt32_tmax,n_days,final_yield_t_ha,weather_temp_c_mean,weather_precip_mm_sum,low_agr_6,low_agr_7
SD000,Andhra Pradesh,ANANTAPUR,2000,1.8069421744329368,9.789100000000001,32.18141,68,13,183,2.949,25.048,585.34,False,False
SD000,Andhra Pradesh,ANANTAPUR,2001,2.252066855823588,13.271900000000002,33.27178,100,45,183,2.908,25.586,569.34,False,False
SD000,Andhra Pradesh,ANANTAPUR,2002,2.154773115295643,12.953499999999998,33.9753,118,59,183,2.282,25.923,410.33,False,False
SD000,Andhra Pradesh,ANANTAPUR,2003,2.2718376674071106,16.231299999999997,35.6801,138,64,183,2.563,26.389,345.83,False,False
SD000,Andhra Pradesh,ANANTAPUR,2004,1.7997078188430555,10.1952,32.76045,95,27,183,3.495,25.36,397.05,False,False
SD000,Andhra Pradesh,ANANTAPUR,2005,2.512755728476848,12.699000000000002,33.97188,78,23,183,2.798,25.172,766.49,False,False
SD000,Andhra Pradesh,ANANTAPUR,2006,1.883211049515522,9.683900000000001,33.54874,117,38,183,3.017,25.955,390.83,False,False
SD000,Andhra Pradesh,ANANTAPUR,2007,2.2162479160750754,12.8399,33.14611,73,24,183,3.1667,25.219,701.4,False,False
SD000,Andhra Pradesh,ANANTAPUR,2008,2.2558400855867924,14.709900000000001,33.159949999999995,104,38,183,3.122,25.498,592.31,False,False
SD000,Andhra Pradesh,ANANTAPUR,2009,2.2355675559476853,11.935699999999997,33.40559,100,36,183,3.15,25.64,748.41,False,False
SD000,Andhra Pradesh,ANANTAPUR,2010,2.3555576496968733,14.4972,33.30471,79,25,183,2.9167,25.631,696.01,False,False
SD000,Andhra Pradesh,ANANTAPUR,2011,1.972572198166527,8.871699999999997,33.31474,108,43,183,2.5061,25.662,494.18,False,False
SD000,Andhra Pradesh,ANANTAPUR,2012,2.2632541045663226,14.352500000000003,34.505610000000004,123,58,183,2.661,26.035,428.61,False,False
SD001,Andhra Pradesh,CHITTOOR,2000,1.9103776617534636,9.108700000000002,32.93805,94,29,183,2.642,25.448,591.15,False,False
SD001,Andhra Pradesh,CHITTOOR,2001,2.808165932975621,13.014299999999999,34.113640000000004,111,57,183,2.269,25.905,881.92,False,False
SD001,Andhra Pradesh,CHITTOOR,2002,2.5944552419549765,13.486399999999996,33.49136,124,79,183,2.484,26.141,482.06,False,False
SD001,Andhra Pradesh,CHITTOOR,2003,2.8578299442003496,16.1549,36.27554,125,69,183,2.085,26.343,521.0,False,False
SD001,Andhra Pradesh,CHITTOOR,2004,2.6127999631630727,11.5093,33.37434,103,48,183,2.274,25.504,567.4,False,False
SD001,Andhra Pradesh,CHITTOOR,2005,3.110191080826834,13.6475,34.49322,111,46,183,2.289,25.706,934.2,False,False
SD001,Andhra Pradesh,CHITTOOR,2006,2.551751867638442,12.189,33.869730000000004,122,59,183,2.494,26.059,580.66,False,False
SD001,Andhra Pradesh,CHITTOOR,2007,2.3145162385809477,12.521999999999998,32.67311,89,20,183,2.8,25.283,824.88,False,False
SD001,Andhra Pradesh,CHITTOOR,2008,2.3979100401012845,13.293399999999998,33.90211,99,44,183,2.628,25.804,811.75,False,False
SD001,Andhra Pradesh,CHITTOOR,2009,2.634632023454317,12.9909,34.44569,132,77,183,2.844,26.401,645.25,False,False
SD001,Andhra Pradesh,CHITTOOR,2010,2.4492633229671505,16.156,33.33657,89,25,183,2.9768,25.628,958.85,False,False
SD001,Andhra Pradesh,CHITTOOR,2011,2.4554482182531703,11.585399999999996,33.90342,121,66,183,3.213,26.009,616.46,False,False
SD001,Andhra Pradesh,CHITTOOR,2012,2.806420049235905,15.993500000000001,35.82311,126,82,183,3.493,26.612,535.02,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2000,1.7781425799193686,9.947400000000002,32.6361,93,20,183,2.691,26.454,1242.52,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2001,2.0880685135676056,13.660200000000003,32.86534,89,25,183,2.626,26.639,979.38,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2002,2.515328144240992,10.934199999999997,34.77776,97,61,183,2.829,27.047,763.68,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2003,3.200764035514592,17.8018,38.04480000000001,72,20,183,3.249,26.673,1309.19,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2004,2.124727769484746,11.218000000000004,33.8095,81,26,183,3.312,26.511,1073.05,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2005,3.4544835758977404,17.4832,37.72869,82,32,183,1.604,26.881,1269.64,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2006,2.567364422733882,12.558700000000002,34.73967,99,34,183,2.403,26.763,1416.43,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2007,1.972517544228765,11.748600000000003,33.48886,68,16,183,2.9545,26.486,1540.13,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2008,1.9536538621302069,11.5015,33.16373,96,21,183,2.983,26.636,1072.4,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2009,2.9968693584265584,13.269100000000002,37.230199999999996,119,55,183,3.05,27.581,1004.49,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2010,2.66425657805408,16.114800000000002,33.56082,83,20,183,1.926,26.661,1763.38,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2011,1.9443932270821271,10.771200000000004,34.013040000000004,106,36,183,2.9869,26.971,990.38,False,False
SD002,Andhra Pradesh,EAST GODAVARI,2012,3.17313339915353,18.301000000000002,35.66259,74,26,183,1.531,26.679,1367.88,False,False
SD003,Andhra Pradesh,GUNTUR,2000,1.7931067774573821,9.917200000000005,33.85723,140,61,183,3.371,27.334,933.66,False,False
SD003,Andhra Pradesh,GUNTUR,2001,2.776662629698486,15.171200000000002,36.983689999999996,143,92,183,3.432,28.33,666.64,False,False
SD003,Andhra Pradesh,GUNTUR,2002,3.161153472642895,13.223300000000002,37.77346,148,116,183,3.187,28.74,500.67,False,False
SD003,Andhra Pradesh,GUNTUR,2003,3.4739062264370437,18.238,39.93014,118,75,183,2.833,28.079,810.63,False,False
SD003,Andhra Pradesh,GUNTUR,2004,2.8497184081304283,17.7652,36.88263,147,78,183,3.469,27.938,707.85,False,False
SD003,Andhra Pradesh,GUNTUR,2005,3.7670826568852083,17.224700000000002,40.5067,116,84,183,3.09,28.13,824.32,False,False
SD003,Andhra Pradesh,GUNTUR,2006,3.222820640289274,15.285099999999996,37.29734,134,100,183,2.716,28.302,864.83,False,False
SD003,Andhra Pradesh,GUNTUR,2007,2.6368998801955117,15.813300000000002,36.01268,117,57,183,3.4488,27.399,1124.48,False,False
SD003,Andhra Pradesh,GUNTUR,2008,2.9473305234761478,15.276799999999998,37.401030000000006,149,88,183,3.408,28.187,831.24,False,False
SD003,Andhra Pradesh,GUNTUR,2009,3.383744892668699,15.0059,39.23223,149,124,183,3.586,29.293,668.81,False,False
SD003,Andhra Pradesh,GUNTUR,2010,2.7714848045945915,16.5661,35.17264,116,49,183,2.397,27.625,1177.76,False,False
SD003,Andhra Pradesh,GUNTUR,2011,2.314396797250636,12.497,37.207969999999996,165,113,183,3.8359,28.575,574.45,False,False
SD003,Andhra Pradesh,GUNTUR,2012,3.011539203488708,18.3173,39.32187000000001,150,103,183,3.479,28.403,664.45,False,False
SD005,Andhra Pradesh,KRISHNA,2000,1.6603377374741062,10.310199999999998,33.21675,137,44,183,3.088,27.339,1161.06,False,False
SD005,Andhra Pradesh,KRISHNA,2001,2.4671373170104274,14.697100000000002,36.07878,133,69,183,2.915,28.028,804.84,False,False
SD005,Andhra Pradesh,KRISHNA,2002,2.9763436416950975,12.650099999999998,37.27054,145,96,183,3.121,28.625,550.57,False,False
SD005,Andhra Pradesh,KRISHNA,2003,3.302817601825775,17.4155,38.88414,116,53,183,2.368,27.842,983.7,False,False
SD005,Andhra Pradesh,KRISHNA,2004,2.5502019727930314,15.970099999999995,35.702420000000004,123,70,183,3.281,27.655,834.7,False,False
SD005,Andhra Pradesh,KRISHNA,2005,3.5819811447096797,17.6657,39.497060000000005,110,63,183,2.735,28.004,1003.71,False,False
SD005,Andhra Pradesh,KRISHNA,2006,2.812152080993281,13.643499999999996,36.65641,127,77,183,2.073,27.987,1162.39,False,False
SD005,Andhra Pradesh,KRISHNA,2007,2.332659534241893,14.886800000000001,35.076370000000004,113,48,183,3.6169,27.437,1233.32,False,False
SD005,Andhra Pradesh,KRISHNA,2008,2.5010567522824974,13.9235,36.19716,147,69,183,3.503,27.964,914.08,False,False
SD005,Andhra Pradesh,KRISHNA,2009,3.253012053026587,14.4225,38.9087,146,107,183,3.437,29.082,781.29,False,False
SD005,Andhra Pradesh,KRISHNA,2010,2.6752767589737374,15.982200000000002,35.08006,109,40,183,2.7769,27.652,1347.54,False,False
SD005,Andhra Pradesh,KRISHNA,2011,2.2406617324925584,11.9312,36.98982,160,73,183,3.7291,28.335,681.23,False,False
SD005,Andhra Pradesh,KRISHNA,2012,3.0535941414682903,17.187000000000005,38.839000000000006,138,67,183,3.588,28.002,817.37,False,False
SD006,Andhra Pradesh,KURNOOL,2000,1.8306998545392623,10.640799999999999,33.10161,112,25,183,3.299,25.934,734.82,False,False
SD006,Andhra Pradesh,KURNOOL,2001,2.495374594396804,13.1419,34.882310000000004,120,75,183,2.792,26.782,577.77,False,False
SD006,Andhra Pradesh,KURNOOL,2002,2.184590124449369,12.304099999999998,35.04143,144,78,183,2.096,26.905,461.12,False,False
SD006,Andhra Pradesh,KURNOOL,2003,2.618605861356888,17.9084,38.21894,158,76,183,2.907,27.177,456.69,False,False
SD006,Andhra Pradesh,KURNOOL,2004,2.087893322782417,12.504700000000003,34.54782,131,46,183,3.428,26.399,512.49,False,False
SD006,Andhra Pradesh,KURNOOL,2005,2.749398616749762,14.452200000000001,36.299949999999995,95,48,183,3.304,26.258,720.68,False,False
SD006,Andhra Pradesh,KURNOOL,2006,2.085093160018008,10.084500000000002,34.58782,130,64,183,3.349,26.835,493.56,False,False
SD006,Andhra Pradesh,KURNOOL,2007,2.308199751123436,13.683000000000003,34.40626,96,23,183,3.6889,25.964,940.07,False,False
SD006,Andhra Pradesh,KURNOOL,2008,2.6969974020920473,13.428500000000003,35.30311,123,68,183,3.329,26.667,624.12,False,False
SD006,Andhra Pradesh,KURNOOL,2009,2.485080833164474,12.593500000000002,34.82687000000001,124,77,183,3.131,26.865,800.24,False,False
SD006,Andhra Pradesh,KURNOOL,2010,2.494556601192399,15.212800000000001,33.8741,89,24,183,2.7997,26.294,878.07,False,False
SD006,Andhra Pradesh,KURNOOL,2011,2.0845716917760555,9.580799999999996,34.60789,129,72,183,3.6298,26.702,605.93,False,False
SD006,Andhra Pradesh,KURNOOL,2012,2.442465251321461,14.651499999999999,36.001470000000005,134,63,183,3.811,26.871,557.87,False,False
SD007,Andhra Pradesh,PRAKASAM,2000,2.030342542660435,10.338900000000002,33.99543,129,60,183,3.094,27.035,833.48,False,False
SD007,Andhra Pradesh,PRAKASAM,2001,2.942333103544229,15.1963,36.18484,133,94,183,3.286,28.0,606.35,False,False
SD007,Andhra Pradesh,PRAKASAM,2002,3.0710501561052173,14.9103,36.23275,130,102,183,2.437,27.966,529.36,False,False
SD007,Andhra Pradesh,PRAKASAM,2003,3.256746460277643,18.0427,39.40063000000001,125,79,183,2.872,27.924,616.78,False,False
SD007,Andhra Pradesh,PRAKASAM,2004,2.851303175329742,15.134000000000004,36.0234,118,76,183,3.479,27.504,603.62,False,False
SD007,Andhra Pradesh,PRAKASAM,2005,3.4960304530197845,15.782100000000003,38.65811,118,80,183,2.654,27.696,732.52,False,False
SD007,Andhra Pradesh,PRAKASAM,2006,3.0606693694886817,13.8167,36.557230000000004,134,114,183,3.03,28.055,579.29,False,False
SD007,Andhra Pradesh,PRAKASAM,2007,2.7119000539665943,14.166599999999999,36.17358,111,61,183,3.6809,27.099,888.67,False,False
SD007,Andhra Pradesh,PRAKASAM,2008,2.987275954342964,15.761199999999995,36.38604,142,89,183,3.537,27.835,803.67,False,False
SD007,Andhra Pradesh,PRAKASAM,2009,3.2308957939737777,13.305600000000002,37.56022,147,121,183,3.572,28.677,601.67,False,False
SD007,Andhra Pradesh,PRAKASAM,2010,2.704154742116404,16.4012,34.94513,113,46,183,2.9318,27.265,1018.1,False,False
SD007,Andhra Pradesh,PRAKASAM,2011,2.521156442803273,10.345500000000005,36.629760000000005,154,103,183,3.449,28.191,499.5,False,False
SD007,Andhra Pradesh,PRAKASAM,2012,2.98379997762412,16.865399999999998,38.29464,142,105,183,3.593,28.21,592.51,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2000,1.7562437728139648,9.8411,33.47538,120,47,183,1.924,27.071,1134.5,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2001,2.219453294791617,11.965899999999998,33.42751,105,40,183,2.202,26.982,1615.19,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2002,2.495478663981152,12.511499999999998,35.45247,109,57,183,1.747,27.273,910.96,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2003,2.8282386092701217,14.540599999999998,38.155480000000004,93,36,183,2.241,27.078,1360.81,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2004,2.1966292887852346,11.006399999999996,35.51327,101,49,183,2.351,27.083,1103.79,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2005,3.6284483138298427,16.769400000000005,39.521370000000005,94,45,183,1.768,27.299,1406.03,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2006,2.557939505046085,11.563199999999998,35.354260000000004,107,52,183,2.535,27.231,1527.05,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2007,1.9699528005031721,11.447299999999998,34.243759999999995,101,31,183,3.0498,26.998,1428.47,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2008,1.7779776527421243,10.340599999999998,33.36311,124,24,183,2.01,27.028,1201.61,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2009,3.1724934492773476,13.9954,38.680299999999995,129,72,183,2.1,27.952,1014.93,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2010,2.5608508139365354,16.2482,34.67946,105,31,183,0.8136,27.15,1541.3,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2011,1.8861041684107904,11.380200000000002,34.41297,128,49,183,1.9172,27.26,920.24,False,False
SD009,Andhra Pradesh,SRIKAKULAM,2012,3.0608557937804686,16.655599999999996,37.02892000000001,99,32,183,2.53,27.059,1469.15,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2000,1.8365027150930886,9.501299999999997,33.62695,115,37,183,1.65,26.349,996.24,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2001,2.2796422456799217,13.450600000000001,33.17392,95,36,183,1.878,26.252,1233.42,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2002,2.4971478683146313,11.5548,35.06619,105,56,183,1.228,26.635,812.47,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2003,3.331789360604752,18.9752,39.85808,82,29,183,2.101,26.45,1298.93,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2004,2.3693397152251165,12.6006,35.19712,92,43,183,2.327,26.298,1130.61,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2005,3.778755937280032,16.746100000000002,39.39978,86,37,183,1.39,26.566,1240.0,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2006,2.7062554512103825,12.5762,35.20829,100,45,183,2.397,26.449,1384.04,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2007,2.204101316064625,12.955399999999997,34.297560000000004,83,28,183,2.9194,26.285,1327.58,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2008,1.8835560327681873,11.698899999999998,33.28066,115,21,183,2.388,26.373,1090.04,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2009,3.2595914120156064,14.140999999999998,38.17539,125,67,183,2.198,27.235,973.86,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2010,2.851736355933851,17.3613,34.550470000000004,89,25,183,2.5751,26.402,1653.48,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2011,1.9283759049396507,12.142800000000001,34.33456,110,40,183,2.1468,26.534,834.03,False,False
SD011,Andhra Pradesh,VIZIANAGARAM,2012,3.2757275312343497,18.695899999999998,36.55821,82,29,183,2.574,26.299,1492.21,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2000,1.7062759360509534,10.1539,32.93212,140,40,183,2.911,27.043,1270.69,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2001,2.1858318301080715,14.7927,34.60487,112,47,183,2.589,27.369,892.18,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2002,2.7732292284269957,12.412299999999998,36.5291,144,79,183,3.072,28.018,611.08,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2003,3.2961112606015677,18.2461,38.53372,100,40,183,3.499,27.369,1148.33,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2004,2.2716910316980314,14.960999999999999,34.92725,116,50,183,3.448,27.139,954.59,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2005,3.5681543962777806,18.222800000000003,38.86008,106,49,183,1.877,27.564,1120.03,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2006,2.626972675635588,13.307299999999998,35.818819999999995,118,63,183,2.781,27.476,1261.35,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2007,2.127047807094755,14.1711,34.226580000000006,114,29,183,3.248,27.118,1431.47,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2008,2.1505054424548624,12.974700000000002,34.52053,142,52,183,3.048,27.423,1016.52,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2009,3.072036712034684,14.163499999999999,38.453959999999995,137,87,183,3.101,28.405,881.01,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2010,2.7745743482130885,16.618,34.9153,100,36,183,2.1816,27.333,1537.2,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2011,2.062343230486447,11.3991,35.76218,151,62,183,3.1808,27.854,823.06,False,False
SD012,Andhra Pradesh,WEST GODAVARI,2012,3.1443571611525387,17.8072,37.98351000000001,121,44,183,1.989,27.44,1069.91,False,False
SD013,Tamil Nadu,ARIYALUR,2009,3.255394635024268,14.2899,37.92885,153,143,183,3.0973,29.186,692.9,False,False
SD013,Tamil Nadu,ARIYALUR,2010,2.915941923296867,16.095000000000002,37.41778,153,119,183,3.882,28.342,951.22,False,False
SD013,Tamil Nadu,ARIYALUR,2011,3.2043780994189666,13.471500000000002,37.95826,150,133,183,4.0361,28.668,731.59,False,False
SD013,Tamil Nadu,ARIYALUR,2012,3.597719459658818,18.2638,38.82314,153,131,183,2.0768,29.273,646.48,False,False
SD016,Tamil Nadu,COIMBATORE,2009,1.830023361651002,9.378599999999999,30.73147,19,0,183,3.5087,24.022,1242.63,True,True
SD016,Tamil Nadu,COIMBATORE,2010,1.7904511421692146,11.6939,29.80631,8,4,183,3.9081,23.806,1335.78,True,True
SD016,Tamil Nadu,COIMBATORE,2011,1.5970375575744138,8.493299999999998,30.12669,12,0,183,3.9886,23.619,1280.2,True,True
SD016,Tamil Nadu,COIMBATORE,2012,1.8844388646029964,9.366400000000002,31.3797,35,5,183,3.6596,24.212,826.39,True,True
SD017,Tamil Nadu,CUDDALORE,2000,2.6135578159478294,13.069399999999998,36.97325,154,115,183,3.8127,28.462,689.42,False,False
SD017,Tamil Nadu,CUDDALORE,2001,3.114266764449913,12.141199999999998,37.47164,147,116,183,3.7168,28.742,637.38,False,False
SD017,Tamil Nadu,CUDDALORE,2002,2.983656757057525,13.248999999999999,36.905730000000005,151,134,183,2.7528,28.999,501.49,False,False
SD017,Tamil Nadu,CUDDALORE,2003,3.4580623181559247,17.2166,38.45389,149,123,183,3.0496,29.0,806.76,False,False
SD017,Tamil Nadu,CUDDALORE,2004,3.158858807446102,13.926199999999998,36.549330000000005,130,107,183,2.7548,27.991,882.66,False,False
SD017,Tamil Nadu,CUDDALORE,2005,3.519531742885057,14.495600000000003,37.4575,144,117,183,1.9104,28.495,1184.86,False,False
